Trimestre;Tipo de producto;Corredor;Empresa;Tipo de servicio;Ingresos por venta de billetes (€);Plazas Ofertadas (Núm);Plazas.km Ofertadas (Plazas.km);Tren.km (Tren.km);Viajeros (Núm);Viajeros.km (Viajeros.km)
2021T1;LD Convencional;Total;Total;Comercial;;1885975;1017073785;3679943;788734;307081984
2021T1;MD AV;Total;Total;OSP;;1672380;289297149;989106;678760;82796307
2021T1;MD Convencional;Total;Total;OSP;;10147703;1536000309;6034475;2477493;207297046
2021T2;Cercanías;Total;Total;OSP;;108553398;5653988380;15805815;71910534;1356066479
2021T2;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;514780;235395160;713148;308607;117120044
2021T2;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;264680;165319128;324792;248975;138572494
2021T2;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1109242;696483380;1646079;874648;424432634
2021T2;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;490991;255550513;641530;383959;179162220
2021T2;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;447364;210708444;521880;356478;151736516
2021T2;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;529281;212508712;607317;315478;120694609
2021T2;LD AV;Resto;Total;Comercial;;341006;356223826;621514;304288;181995530
2021T2;LD Convencional;Total;Total;Comercial;;2032509;1094347906;3976649;1389659;552274139
2021T2;MD AV;Total;Total;OSP;;1928370;333083971;1135718;983484;125029620
2021T2;MD Convencional;Total;Total;OSP;;10674096;1640901239;6402434;3576023;321851094
2021T3;Cercanías;Total;Total;OSP;;113268393;5279028790;15207418;69059916;1315013560
2021T3;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;694000;316659424;880740;525111;211694985
2021T3;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;468280;292487688;574632;467173;260891298
2021T3;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1388002;879360707;2018207;1360617;674991416
2021T3;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;755951;391526347;999237;637909;305009689
2021T3;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;537166;253005186;672282;449244;198405607
2021T3;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;526124;209073818;623333;424736;162879422
2021T3;LD AV;Resto;Total;Comercial;;833363;491365857;683326;564607;358239086
2021T3;LD Convencional;Total;Total;Comercial;;2527249;1324800933;4816284;2262538;944506482
2021T3;MD AV;Total;Total;OSP;;2282604;395199488;1351204;1254703;159369691
2021T3;MD Convencional;Total;Total;OSP;;11450182;1767121173;7009390;4614019;446948723
2021T4;Cercanías;Total;Total;OSP;;102893372;5422409880;15048695;83924278;1612348817
2021T4;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;660267;301661599;877286;469681;179832564
2021T4;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;472352;295040832;579648;457722;257377013
2021T4;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1671707;1058550811;2347926;1679631;828483846
2021T4;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;754529;393626792;935886;638074;296876712
2021T4;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;724587;341033685;863400;631684;276869141
2021T4;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;635606;254282751;713168;508913;195523963
2021T4;LD AV;Resto;Total;Comercial;;596834;490594388;676418;493861;307433980
2021T4;LD Convencional;Total;Total;Comercial;;2441716;1271708611;4026442;2091766;829699704
2021T4;MD AV;Total;Total;OSP;;2422765;407544192;1383925;1609919;198278205
2021T4;MD Convencional;Total;Total;OSP;;11590361;1753905638;7000037;4744181;435666192
2022T1;Cercanías;Total;Total;OSP;;105172292;5564754953;15364830;84035872;1592310336
2022T1;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;655900;302708030;921731;422247;160425958
2022T1;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;466244;291229440;564660;459932;257151148
2022T1;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1671821;1053946071;2462069;1519918;752285140
2022T1;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;751230;392483635;952545;564669;263577649
2022T1;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;731832;344692872;887677;548754;241180702
2022T1;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;731944;292269993;848450;500646;191709471
2022T1;LD AV;Resto;Total;Comercial;;619326;481449835;778242;469995;284573077
2022T1;LD Convencional;Total;Total;Comercial;;2604748;1307708172;4647075;1843642;727692400
2022T1;MD AV;Total;Total;OSP;;2632136;441069440;1476850;1541924;188588368
2022T1;MD Convencional;Total;Total;OSP;;12073771;1791507855;7184369;4310421;391001290
2022T2;Cercanías;Total;Total;OSP;;106111167;5601678121;15457942;92179553;1750014519
2022T2;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;731790;340977954;966921;578063;227449145
2022T2;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;618435;386384445;567765;608365;344671513
2022T2;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1919929;1207805369;2538084;2051267;1020686407
2022T2;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;856836;449681268;1048564;811635;375970815
2022T2;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;866071;407919441;918281;801991;351254755
2022T2;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;847592;339030785;936264;708444;271187440
2022T2;LD AV;Resto;Total;Comercial;;694866;586350837;920667;702180;438076428
2022T2;LD Convencional;Total;Total;Comercial;;2844220;1396024794;4847264;2508561;1000310588
2022T2;MD AV;Total;Total;OSP;;2977908;494311370;1687387;2123938;265382003
2022T2;MD Convencional;Total;Total;OSP;;12548985;1895692569;7617984;5663753;539872572
2022T3;Cercanías;Total;Total;OSP;;106948197;5659713823;15511095;87111087;1656276816
2022T3;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;733614;339445279;990013;575393;236327213
2022T3;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;841377;525656007;660744;797537;448094581
2022T3;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1787486;1122460079;2331075;1917371;953952543
2022T3;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;1029881;538206078;1124212;861196;411972354
2022T3;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;828609;390274839;1014069;714433;311662753
2022T3;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;848578;341948270;909495;716050;273218958
2022T3;LD AV;Resto;Total;Comercial;;823129;700293130;992805;780233;512831810
2022T3;LD Convencional;Total;Total;Comercial;;3008227;1503235786;5324733;2808089;1129022873
2022T3;MD AV;Total;Total;OSP;;3157196;526297277;1767857;2089208;260636721
2022T3;MD Convencional;Total;Total;OSP;;12907577;1944444275;7664406;6520333;671638603
2022T4;Cercanías;Total;Total;OSP;;111440041;5843907136;15759348;109598953;2074255973
2022T4;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;724556;336832646;1009731;502959;205543473
2022T4;LD AV;Madrid-Barcelona;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;234918;147058668;349308;119667;68667453
2022T4;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;839850;524771874;570870;843008;475097327
2022T4;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1974136;1227731692;2717202;1928312;941794468
2022T4;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;882869;463023162;1107436;766308;354542195
2022T4;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;845767;398355489;1053967;745094;324064558
2022T4;LD AV;Madrid-Valencia;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;25260;9876660;23460;7602;2882757
2022T4;LD AV;Madrid-Valencia;OUIGO ESPAÑA, S.A.U.;Comercial;;559391;222637618;339892;368629;146714342
2022T4;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;907735;362867934;972943;646445;244934014
2022T4;LD AV;Resto;Total;Comercial;;757533;564636496;1154591;682891;399293817
2022T4;LD Convencional;Total;Total;Comercial;;2898487;1460638485;5335779;2341510;918861509
2022T4;MD AV;Total;Total;OSP;;3538886;593263918;1831396;2809535;357686261
2022T4;MD Convencional;Total;Total;OSP;;13629435;2019178891;7808477;9379095;996405851
2023T1;Cercanías;Total;Total;OSP;;117939161;5826233100;15846837;110598158;1978653413
2023T1;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;791484;368787756;1129797;506495;212610494
2023T1;LD AV;Madrid-Barcelona;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;838840;525113840;1236976;544391;300351868
2023T1;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;790986;493847070;560886;712748;398945618
2023T1;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1989396;1216683440;2811638;1869892;899547340
2023T1;LD AV;Madrid-Barcelona;Total;Comercial;116962273;;;;;
2023T1;LD AV;Madrid-Málaga/Granada;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;1748;900220;2060;1455;697612
2023T1;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;933643;486976877;1158149;740298;340500727
2023T1;LD AV;Madrid-Sevilla;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;1748;826804;1892;1443;641233
2023T1;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;852322;396662203;1096270;747411;320906475
2023T1;LD AV;Madrid-Valencia;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;286698;112098918;263534;144874;56011971
2023T1;LD AV;Madrid-Valencia;OUIGO ESPAÑA, S.A.U.;Comercial;;363935;144846130;237606;273713;108937774
2023T1;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;920158;367162300;1017258;665213;251354384
2023T1;LD AV;Resto;Total;Comercial;;630797;409194009;1078023;490883;267179685
2023T1;LD Convencional;Total;Total;Comercial;;2763942;1412406481;5237462;2107470;826272175
2023T1;MD AV;Total;Total;OSP;;3967414;645939680;1978491;2838703;363247568
2023T1;MD Convencional;Total;Total;OSP;;13685137;1996731254;7806082;7904290;822812825
2023T2;Cercanías;Total;Total;OSP;;117190276;5748330454;15743317;110238754;1995311228
2023T2;LD AV;Madrid-Alicante;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;50692;24332160;55680;28225;12806334
2023T2;LD AV;Madrid-Alicante;OUIGO ESPAÑA, S.A.U.;Comercial;;227523;110803701;126133;152003;70117186
2023T2;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;911733;415519784;1275262;582571;249068603
2023T2;LD AV;Madrid-Barcelona;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;1045304;654360304;1497392;865762;486507078
2023T2;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;750266;468450006;567144;742865;415097460
2023T2;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;2063167;1260015261;2887738;2059770;1008228192
2023T2;LD AV;Madrid-Barcelona;Total;Comercial;151260834;;;;;
2023T2;LD AV;Madrid-Málaga/Granada;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;236854;121979810;279130;190753;89965647
2023T2;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;977641;509011883;1202398;848487;387127698
2023T2;LD AV;Madrid-Sevilla;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;322506;152545338;349074;261971;116115972
2023T2;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;874309;406061143;1081428;810740;343957905
2023T2;LD AV;Madrid-Valencia;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;554116;216659356;495788;329798;127385636
2023T2;LD AV;Madrid-Valencia;OUIGO ESPAÑA, S.A.U.;Comercial;;434686;173005028;233228;332367;132282066
2023T2;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;911936;362148739;1027318;653585;248833788
2023T2;LD AV;Madrid-Valencia;Total;Comercial;36545957;;;;;
2023T2;LD AV;Resto;Total;Comercial;;666930;423103992;1160682;612566;325991318
2023T2;LD Convencional;Total;Total;Comercial;;2764205;1395716372;5223611;2434482;975077617
2023T2;MD AV;Total;Total;OSP;;4020079;667314576;2000229;3329309;436821315
2023T2;MD Convencional;Total;Total;OSP;;13810754;2039244393;7955395;8822749;917513199
2023T3;Cercanías;Total;Total;OSP;;119096701;5534846281;15320684;105405473;1919592128
2023T3;LD AV;Madrid-Alicante;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;147328;70717440;153600;90733;41957042
2023T3;LD AV;Madrid-Alicante;OUIGO ESPAÑA, S.A.U.;Comercial;;329832;160628184;179216;247125;114633586
2023T3;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;937068;439563204;1289049;618149;267359923
2023T3;LD AV;Madrid-Barcelona;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;973959;609698334;1323990;731346;413170328
2023T3;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;671880;419534088;574632;643721;353461865
2023T3;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1950889;1199371129;2792616;2005274;985426291
2023T3;LD AV;Madrid-Barcelona;Total;Comercial;128481556;;;;;
2023T3;LD AV;Madrid-Málaga/Granada;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;405200;208678000;453200;290348;141236505
2023T3;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;988265;514982803;1160082;824371;388746793
2023T3;LD AV;Madrid-Sevilla;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;458119;216690287;470635;308483;137748659
2023T3;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;768891;357582709;981322;674555;289379740
2023T3;LD AV;Madrid-Valencia;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;645650;252449150;548182;399989;154839506
2023T3;LD AV;Madrid-Valencia;OUIGO ESPAÑA, S.A.U.;Comercial;;394984;157203632;217308;307909;122547782
2023T3;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;962217;384212786;1032368;699004;266605834
2023T3;LD AV;Madrid-Valencia;Total;Comercial;35979948;;;;;
2023T3;LD AV;Resto;Total;Comercial;;807838;508348956;1114471;784768;386871639
2023T3;LD Convencional;Total;Total;Comercial;;2814111;1452168700;5191050;2653784;1079294993
2023T3;MD AV;Total;Total;OSP;;3930739;646520670;1979228;2916884;387862954
2023T3;MD Convencional;Total;Total;OSP;;14351613;2041216319;8108235;11457720;1445706428
2023T4;Cercanías;Total;Total;OSP;;118556715;5595209997;15416801;115753499;2038430931
2023T4;LD AV;Madrid-Alicante;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;35036;16817280;36480;24322;11015506
2023T4;LD AV;Madrid-Alicante;OUIGO ESPAÑA, S.A.U.;Comercial;;207672;101136264;196748;161030;73517907
2023T4;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;904747;422121637;1176893;584468;248993361
2023T4;LD AV;Madrid-Barcelona;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;1161863;732838902;1589831;883263;505241632
2023T4;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;711073;443976777;570870;677140;380027829
2023T4;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1995470;1224206353;2953324;2058500;974904893
2023T4;LD AV;Madrid-Barcelona;Total;Comercial;141930145;;;;;
2023T4;LD AV;Madrid-Málaga/Granada;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;356814;183759210;398610;252317;120023380
2023T4;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;965866;502282349;1249266;804893;366505966
2023T4;LD AV;Madrid-Sevilla;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;487224;234323326;508392;337284;150827341
2023T4;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;941562;436797429;1230326;775366;326537925
2023T4;LD AV;Madrid-Valencia;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;610364;238652324;517684;352749;136918771
2023T4;LD AV;Madrid-Valencia;OUIGO ESPAÑA, S.A.U.;Comercial;;368516;146669368;250740;292565;116440870
2023T4;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;938409;373845746;1116555;662438;252534964
2023T4;LD AV;Madrid-Valencia;Total;Comercial;35969727;;;;;
2023T4;LD AV;Resto;Total;Comercial;;844491;629815432;1267816;750588;421732458
2023T4;LD Convencional;Total;Total;Comercial;;2728326;1414972712;5225597;2340716;927407092
2023T4;MD AV;Total;Total;OSP;;4043100;672985670;1992260;3522919;454873218
2023T4;MD Convencional;Total;Total;OSP;;14200217;2041455174;8122756;9629776;1014108289
2024T1;Cercanías;Total;Total;OSP;;110331152;5701555719;15759590;111626604;2004000646
2024T1;LD AV;Madrid-Alicante;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;43334;20800320;45120;30454;13944046
2024T1;LD AV;Madrid-Alicante;OUIGO ESPAÑA, S.A.U.;Comercial;;277405;135096235;265415;216866;98242382
2024T1;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;911140;430047451;1307658;573881;243801091
2024T1;LD AV;Madrid-Barcelona;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;989525;642309871;1393297;791253;456673247
2024T1;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;670862;418956882;539181;585688;329864925
2024T1;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;1957132;1203602270;2934559;1982507;928146508
2024T1;LD AV;Madrid-Barcelona;Total;Comercial;129718149;;;;;
2024T1;LD AV;Madrid-Málaga/Granada;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;418588;215572820;467620;291394;138247862
2024T1;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;974688;505732106;1268268;797874;356648401
2024T1;LD AV;Madrid-Sevilla;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;429634;222286566;482183;317395;142737236
2024T1;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;961797;447081989;1260120;806578;337763882
2024T1;LD AV;Madrid-Valencia;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;609903;238472073;517293;376920;146550469
2024T1;LD AV;Madrid-Valencia;OUIGO ESPAÑA, S.A.U.;Comercial;;470316;187185768;361384;340269;135427062
2024T1;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;916406;365460564;1019637;625421;236526258
2024T1;LD AV;Madrid-Valencia;Total;Comercial;32595092;;;;;
2024T1;LD AV;Resto;Total;Comercial;;898084;700776545;1377187;771237;445679392
2024T1;LD Convencional;Total;Total;Comercial;;2706819;1396877330;5219053;2219630;878100313
2024T1;MD AV;Total;Total;OSP;;4061837;679764793;1993910;3145453;405680121
2024T1;MD Convencional;Total;Total;OSP;;14371321;2058726781;8164184;8636994;900886561
2024T2;Cercanías;Total;Total;OSP;;110568846;5631649082;15280471;115403181;2062799887
2024T2;LD AV;Madrid-Alicante;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;77448;37175040;80640;55072;25567214
2024T2;LD AV;Madrid-Alicante;OUIGO ESPAÑA, S.A.U.;Comercial;;241775;129171939;253776;234283;105610382
2024T2;LD AV;Madrid-Alicante;Renfe Viajeros S.A.U.;Comercial;;870162;413497907;1216228;650556;275908846
2024T2;LD AV;Madrid-Barcelona;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;1000964;652903817;1416277;923250;539748509
2024T2;LD AV;Madrid-Barcelona;OUIGO ESPAÑA, S.A.U.;Comercial;;662209;413494803;565890;629346;359988419
2024T2;LD AV;Madrid-Barcelona;Renfe Viajeros S.A.U.;Comercial;;2108042;1299946749;3053638;2321763;1090634543
2024T2;LD AV;Madrid-Barcelona;Total;Comercial;161654747;;;;;
2024T2;LD AV;Madrid-Málaga/Granada;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;503412;259257180;562380;375217;175924989
2024T2;LD AV;Madrid-Málaga/Granada;Renfe Viajeros S.A.U.;Comercial;;1027825;530525992;1302387;953116;415588163
2024T2;LD AV;Madrid-Sevilla;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;436907;225667439;489517;381468;170177830
2024T2;LD AV;Madrid-Sevilla;Renfe Viajeros S.A.U.;Comercial;;1003498;465653242;1282515;971903;399999016
2024T2;LD AV;Madrid-Valencia;INTERMODALIDAD DE LEVANTE S.A.;Comercial;;461000;180251000;391000;345179;134210576
2024T2;LD AV;Madrid-Valencia;OUIGO ESPAÑA, S.A.U.;Comercial;;467262;185970276;326360;387654;153769337
2024T2;LD AV;Madrid-Valencia;Renfe Viajeros S.A.U.;Comercial;;956981;384959805;948211;766031;292006993
2024T2;LD AV;Madrid-Valencia;Total;Comercial;41702829;;;;;
2024T2;LD AV;Resto;Total;Comercial;;1291153;833497119;1674852;1270093;647298482
2024T2;LD Convencional;Total;Total;Comercial;;2560133;1324418967;4767883;2385240;936852214
2024T2;MD AV;Total;Total;OSP;;4148916;690979155;1993692;3506626;450082862
2024T2;MD Convencional;Total;Total;OSP;;14660355;2068063788;8095374;10154602;1107993606
